scene_id,acquisition_date,orbit_relative,pass_direction,status,area_km2,threshold_db,otsu_eta,valley_ratio,separability,detail
S1A_IW_GRDH_1SDV_20210127T125558_20210127T125623_036324_04431D_2DC9,2021-01-27,27,ASC,ok,114.23901180752793,-22.377778087020715,0.8165771735072549,0.2725150586715021,0.8995108526880075,
S1A_IW_GRDH_1SDV_20210208T125558_20210208T125623_036499_04492C_7F2A,2021-02-08,27,ASC,ok,112.22203263140732,-22.121035673705308,0.8087886542916649,0.2982354065561427,0.8957928511405261,
S1A_IW_GRDH_1SDV_20210220T125557_20210220T125622_036674_044F47_6423,2021-02-20,27,ASC,ok,108.51432929206719,-22.06381884363956,0.7942137462685313,0.28208758457244587,0.8885534375589065,
S1A_IW_GRDH_1SDV_20210304T125557_20210304T125622_036849_045552_DC7F,2021-03-04,27,ASC,ok,108.35303793046836,-21.936513639677585,0.7770166984398569,0.34056455610549624,0.8778462531372959,
S1A_IW_GRDH_1SDV_20210316T125557_20210316T125622_037024_045B76_B32E,2021-03-16,27,ASC,ok,106.24049145433061,-21.874444872355287,0.7648435084340989,0.3575649978597699,0.8716111237706887,
S1A_IW_GRDH_1SDV_20210328T125558_20210328T125623_037199_046180_164A,2021-03-28,27,ASC,ok,105.12438073602989,-21.87264411603899,0.7549445779756575,0.3895501547502633,0.8653579295376297,
S1A_IW_GRDH_1SDV_20210409T125558_20210409T125623_037374_04678B_84C1,2021-04-09,27,ASC,ok,108.3609349811216,-21.622669324404935,0.7378141366004823,0.4633138256444942,0.8527200553797931,
S1A_IW_GRDH_1SDV_20210421T125559_20210421T125624_037549_046DA0_03DA,2021-04-21,27,ASC,ok,97.54828230944307,-21.562499204919384,0.7461166473251564,0.32333976922958735,0.8632202823392794,
S1A_IW_GRDH_1SDV_20210503T125559_20210503T125624_037724_0473B3_A7B1,2021-05-03,27,ASC,ok,105.27338445135318,-21.438020902605334,0.7360952547283045,0.41559225550223394,0.8525303688107956,
S1A_IW_GRDH_1SDV_20210515T125600_20210515T125625_037899_04790E_0F1F,2021-05-15,27,ASC,ok,102.0090215538886,-21.81176288008764,0.736051410945952,0.37747546492344974,0.8541762481249128,
S1A_IW_GRDH_1SDV_20210527T125600_20210527T125625_038074_047E57_FF1E,2021-05-27,27,ASC,ok,104.29805914878808,-21.56352508916289,0.734143315811916,0.4214053012738739,0.8512380469076707,
S1A_IW_GRDH_1SDV_20210608T125601_20210608T125626_038249_04838A_D008,2021-06-08,27,ASC,ok,101.97891171688548,-21.560901178360986,0.7394076539589446,0.36924334018552424,0.855889716261715,
S1A_IW_GRDH_1SDV_20210620T125602_20210620T125627_038424_0488C0_17A7,2021-06-20,27,ASC,ok,85.95536463181134,-21.686797860817084,0.767201945118828,0.202623602821995,0.8845373968339232,
S1A_IW_GRDH_1SDV_20210702T125603_20210702T125628_038599_048DFB_B6B5,2021-07-02,27,ASC,ok,79.17292129444785,-21.55923747078963,0.7904915155775261,0.14087651482681432,0.9036731791974839,
S1A_IW_GRDH_1SDV_20210714T125603_20210714T125628_038774_049348_6B6D,2021-07-14,27,ASC,ok,86.09031238942632,-21.564273667079796,0.8160075428806852,0.13445090780987629,0.9130264773551539,
S1A_IW_GRDH_1SDV_20210726T125604_20210726T125629_038949_049885_A146,2021-07-26,27,ASC,ok,95.31338134894476,-21.561592712055415,0.8432794069293628,0.13493235206992696,0.9234471326786231,
S1A_IW_GRDH_1SDV_20210807T125605_20210807T125630_039124_049E01_5745,2021-08-07,27,ASC,ok,113.27378867298928,-21.560937388253375,0.8564217042222895,0.16792703621071492,0.9232888502397866,
S1A_IW_GRDH_1SDV_20210819T125605_20210819T125630_039299_04A40A_942E,2021-08-19,27,ASC,ok,121.04489254232129,-21.62378521476545,0.8627953701771316,0.19606128867367056,0.9244865433798471,
S1A_IW_GRDH_1SDV_20210831T125606_20210831T125631_039474_04AA04_711A,2021-08-31,27,ASC,ok,127.23367632466808,-21.372710076177057,0.8733384449584966,0.19049563824948892,0.929147119533963,
S1A_IW_GRDH_1SDV_20210912T125606_20210912T125631_039649_04B016_DA31,2021-09-12,27,ASC,ok,130.69929336843177,-21.12377096241931,0.8787414892376167,0.1906992720302268,0.9317368874208839,
S1A_IW_GRDH_1SDV_20210924T125607_20210924T125632_039824_04B5F6_9639,2021-09-24,27,ASC,ok,136.75744559897484,-21.121892187117528,0.8826936524927849,0.19768250325745862,0.9327433991147649,
S1A_IW_GRDH_1SDV_20211006T125607_20211006T125632_039999_04BC10_7A72,2021-10-06,27,ASC,ok,139.62067324055948,-21.31498259271623,0.8840141622682772,0.19408721756616285,0.9330665407443147,
S1A_IW_GRDH_1SDV_20211018T125607_20211018T125632_040174_04C225_9CB3,2021-10-18,27,ASC,ok,137.75483797165566,-21.620665530487518,0.8809609568621608,0.19911961559303132,0.9310617336000993,
S1A_IW_GRDH_1SDV_20211030T125607_20211030T125632_040349_04C839_4C3A,2021-10-30,27,ASC,ok,136.21225585175142,-21.688508939313333,0.8773270050896232,0.19129094920110007,0.929154553410964,
S1A_IW_GRDH_1SDV_20211111T125607_20211111T125632_040524_04CE50_1337,2021-11-11,27,ASC,ok,134.15352105768616,-22.119160559204353,0.8668975569209451,0.20745171370946583,0.92277128258279,
S1A_IW_GRDH_1SDV_20211123T125606_20211123T125631_040699_04D45B_C420,2021-11-23,27,ASC,ok,132.40526333380413,-22.36777073411605,0.8570325801705173,0.2437759010726723,0.9167145479478138,
S1A_IW_GRDH_1SDV_20211205T125606_20211205T125631_040874_04DA78_D80F,2021-12-05,27,ASC,ok,129.29864731634484,-22.187846124511374,0.8537219585587281,0.22756092789811005,0.9161150372067939,
